customer_id,dep_negocio,venta_2020,venta_2019,crecimiento_2020,Crecen,cant_meses,skus_unique_prom,venta_tier_1_prom,venta_tier_2_prom,venta_tier_3_prom,venta_tier_1_prom,venta_tier_2_prom,venta_tier_3_prom,credito,linea_de_credito,antiguedad_años,reja,gaseosas,delivery,agente,tipo_mercado
1926620,Cochabamba,"139320,4583","123995,2079","0,1235955056",1,8,"24,75","37283,75","94507,375","7529,333333","0,2676114509","0,6783452777","0,05404327134",1,1746,9,0,1,1,0,A
1913972,El Alto,"139618,1667","131241,0767","0,06382978723",0,8,"18,875","17604,875","105824,625","16188,66667","0,1260930108","0,7579574172","0,115949572",0,0,13,0,0,0,0,TIENDA
1912496,Cochabamba,"133185,45","125194,323","0,06382978723",0,8,"68,625","45505,875","83654,375","4025,2","0,3416730206","0,6281044589","0,03022252055",0,0,2,0,0,0,0,A
1924968,El Alto,"152086,25","132315,0375","0,1494252874",1,4,3,"57319,25",94767,0,"0,3768864707","0,6231135293",0,1,1336,3,0,1,1,0,C
1895810,El Alto,"146324,75","134618,77","0,08695652174",0,8,"7,25","15862,75","103803,5","26658,5","0,1084078394","0,7094049366","0,182187224",1,0,7,0,0,0,0,A
1922089,La Paz,"147253,45","134000,6395","0,0989010989",0,5,"7,2","43921,2","71113,25",32219,"0,2982694124","0,4829309602","0,2187996274",1,1547,10,0,1,0,0,A
1883461,Santa Cruz,"133098,5","123781,605","0,0752688172",0,2,14,26894,"104753,5",1451,"0,2020608797","0,7870374197","0,01090170062",0,0,13,0,0,0,0,C
1925635,Santa Cruz,"230872,3333","205476,3767","0,1235955056",1,7,5,"163716,3333",67109,47,"0,7091206251","0,2906757992","0,0002035757136",1,852,12,0,1,1,0,DISTRIBUIDOR
1894494,La Paz,"120217,325","109397,7658","0,0989010989",0,8,"46,125","43892,875","66093,25","10231,2","0,365112724","0,5497814063","0,08510586972",1,841,13,0,1,0,0,C
1899842,Cochabamba,"118904,125","109391,795","0,08695652174",0,8,"26,625",15789,"98844,125",4271,"0,1327876556","0,8312926486","0,03591969581",1,0,11,0,0,0,0,PROVINCIA
1914882,Cochabamba,116140,104526,"0,1111111111",1,4,2,0,0,116140,0,0,1,1,1273,3,0,1,1,0,PROVINCIA
1916687,Santa Cruz,153207,"134822,16","0,1363636364",1,4,5,"80398,66667","72808,33333",0,"0,5247714965","0,4752285035",0,1,1118,13,0,1,1,0,DISTRIBUIDOR
1925754,Santa Cruz,"114143,125","98163,0875","0,1627906977",1,8,"23,625","23463,25","72283,125","18396,75","0,2055599056","0,6332674438","0,1611726506",1,1685,8,0,1,1,0,A
1925406,Cochabamba,"112913,8571","98235,05571","0,1494252874",1,7,"22,14285714","26466,14286","57978,71429",28469,"0,234392337","0,5134774044","0,2521302586",1,591,3,0,1,1,0,A
1924369,Oruro,"112272,125","104413,0763","0,0752688172",0,8,"70,5","35405,75","66024,75","10841,625","0,31535655","0,588077851","0,09656559899",0,0,8,0,0,0,0,C
1925458,Santa Cruz,"130220,2917","113291,6538","0,1494252874",1,8,"15,25","63992,16667","44926,125",21302,"0,4914147085","0,3450009551","0,1635843364",1,1020,5,0,1,1,0,A
1927315,El Alto,"110916,6","97606,608","0,1363636364",1,5,"44,2","29821,4","73550,4","7544,8","0,268863272","0,6631144482","0,0680222798",1,1041,5,0,1,1,0,A
1897633,Cochabamba,"116998,6","106468,726","0,0989010989",0,5,"15,4",5863,48981,"62154,6","0,05011171074","0,4186460351","0,5312422542",1,545,7,0,1,0,0,PROVINCIA
1917770,El Alto,"143632,5","123523,95","0,1627906977",1,2,"4,5","65109,5",77000,1523,"0,4533061807","0,5360903695","0,01060344978",1,671,5,0,1,1,0,A
1881169,Beni,"103943,875","89391,7325","0,1627906977",1,8,"137,625","57594,625","41822,125","4527,125","0,5540934952","0,4023529525","0,04355355234",1,699,2,0,1,1,0,TIENDA
1912716,Cochabamba,"102730,75","95539,5975","0,0752688172",0,8,"52,125","29460,5","70657,25",2613,"0,2867739211","0,6877906566","0,02543542221",0,0,4,0,0,0,0,A
1878469,El Alto,"105965,6667","98548,07","0,0752688172",0,3,"6,333333333",24393,"72141,66667",9431,"0,2301972022","0,6808022724","0,08900052533",0,0,8,0,0,0,0,B
1925189,Santa Cruz,"97803,2619","91935,06619","0,06382978723",0,7,"47,57142857","41800,71429","53038,71429","2963,833333","0,4273959117","0,5423000548","0,03030403358",0,0,13,0,0,0,0,A
1926925,Santa Cruz,"98331,3","89481,483","0,0989010989",0,6,"18,66666667",9608,"82492,5","6230,8","0,09771049503","0,8389241269","0,06336537806",1,1766,11,0,1,0,0,A
1883547,Santa Cruz,"95496,75","89766,945","0,06382978723",0,8,"35,875","63972,125","24095,25","7429,375","0,6698879805","0,2523148694","0,07779715016",0,0,12,0,0,0,0,A
1898895,La Paz,94281,"86738,52","0,08695652174",0,2,7,"22250,5","72030,5",0,"0,2360019516","0,7639980484",0,1,0,4,0,0,0,0,B
1912025,La Paz,"94001,75","82721,54","0,1363636364",1,4,"4,25","31768,75",62233,0,"0,3379591337","0,6620408663",0,1,1535,12,0,1,1,0,A
1893041,Cochabamba,"108688,9","93472,454","0,1627906977",1,8,"14,75","12661,5",76010,"20017,4","0,1164930365","0,6993354427","0,1841715207",1,677,1,0,1,1,0,PROVINCIA
1927124,Santa Cruz,"107836,25","98130,9875","0,0989010989",0,4,"5,75",0,67078,"40758,25",0,"0,6220357255","0,3779642745",1,1458,3,0,1,0,0,A
1885005,Santa Cruz,90425,"84095,25","0,0752688172",0,1,26,31143,58259,1023,"0,3444069671","0,6442797899","0,01131324302",0,0,9,0,0,0,0,PROVINCIA
1925525,Santa Cruz,"91434,14286","86862,43571","0,05263157895",0,8,"21,375","29789,375","48892,625","12752,14286","0,3258014355","0,5347305008","0,1394680637",0,0,6,1,0,0,0,A
1918310,Cochabamba,105634,"92957,92","0,1363636364",1,2,2,0,31751,73883,0,"0,3005755723","0,6994244277",1,718,3,0,1,1,0,PROVINCIA
1926469,La Paz,94029,"86506,68","0,08695652174",0,8,"20,25","20524,125","63628,375","9876,5","0,2182744153","0,6766888407","0,105036744",1,0,10,0,0,0,0,A
1926467,Oruro,"95165,35357","88503,77882","0,0752688172",0,8,"16,5","32405,42857","56419,125","6340,8","0,3405170827","0,5928536267","0,06662929062",0,0,6,0,0,0,0,A
1912495,Cochabamba,92435,"85040,2","0,08695652174",0,8,"32,75","39087,5","46779,5",6568,"0,4228647157","0,5060799481","0,07105533618",1,0,8,0,0,0,0,A
1924549,El Alto,"92177,53333","82038,00467","0,1235955056",1,5,"18,2",14929,"72024,2","5224,333333","0,1619592048","0,7813639332","0,05667686197",1,787,2,0,1,1,0,C
1912488,Cochabamba,"87764,58333","83376,35417","0,05263157895",0,8,"55,125","30809,5","52453,25","4501,833333","0,3510470719","0,5976585088","0,05129441926",0,0,2,1,0,0,0,PROVINCIA
1915750,Santa Cruz,86177,"81006,38","0,06382978723",0,1,32,19897,40974,25306,"0,230885271","0,4754632907","0,2936514383",0,0,13,0,0,0,0,A
1881338,Oruro,85219,"74992,72","0,1363636364",1,7,"29,42857143","29464,28571","36809,42857","18945,28571","0,3457478463","0,4319392221","0,2223129316",1,1195,2,0,1,1,0,PROVINCIA
1899342,Cochabamba,"84017,5","75615,75","0,1111111111",1,2,"25,5","30622,5",44558,8837,"0,3644776386","0,5303418931","0,1051804684",1,1482,13,0,1,1,0,C
1913392,Santa Cruz,"92065,875","83779,94625","0,0989010989",0,8,"30,375",42331,"34365,875",15369,"0,4597903403","0,3732748426","0,1669348171",1,1358,1,0,1,0,0,A
1925069,Santa Cruz,"82682,66667","77721,70667","0,06382978723",0,3,"40,33333333",21486,"49170,66667",12026,"0,2598609946","0,5946913501","0,1454476553",0,0,12,0,0,0,0,PROVINCIA
1917805,La Paz,"82470,33333","75048,00333","0,0989010989",0,3,8,"26077,66667","56392,66667",0,"0,3162066359","0,6837933641",0,1,1218,11,0,1,0,0,A
1916658,Santa Cruz,"135707,2","115351,12","0,1764705882",1,8,10,"80323,4","49246,8",6137,"0,5918875343","0,3628901046","0,04522236108",1,850,4,0,1,1,0,A
1927445,Cochabamba,"84268,74286","79212,61829","0,06382978723",0,7,"31,71428571","30381,28571","44492,85714","9394,6","0,3605285268","0,5279876694","0,1114838039",0,0,2,0,0,0,0,A
1927002,Santa Cruz,"101704,95","90517,4055","0,1235955056",1,5,"5,4",12478,"38197,2","51029,75","0,1226882271","0,3755687408","0,5017430322",1,699,2,0,1,1,0,A
1926112,Santa Cruz,127001,"115570,91","0,0989010989",0,7,"3,142857143","11309,5","31179,5",84512,"0,08905047992","0,2455059409","0,6654435792",1,824,13,0,1,0,0,DISTRIBUIDOR
1892686,Cochabamba,"121192,1667","113920,6367","0,06382978723",0,3,4,"19079,66667","83112,5",19000,"0,1574331674","0,6857910233","0,1567758092",0,0,2,0,0,0,0,B
1913206,La Paz,"81439,03571","75738,30321","0,0752688172",0,8,"12,625","31999,25","41648,5","7791,285714","0,3929227516","0,5114070867","0,09567016169",0,0,2,0,0,0,0,A
1878671,El Alto,"80433,85714","68368,77857","0,1764705882",1,7,"6,714285714","5866,142857","74567,71429",0,"0,07293126384","0,9270687362",0,1,1546,6,0,1,1,0,TIENDA
1888052,Potosi,"79697,75","70134,02","0,1363636364",1,4,"27,5","22606,75","49198,5","7892,5","0,2836560631","0,6173135377","0,09903039923",1,1501,12,0,1,1,0,C
1925653,La Paz,"79460,75","69130,8525","0,1494252874",1,8,"20,375","293,5","79167,25",0,"0,003693647493","0,9963063525",0,1,1598,6,0,1,1,0,A
1899778,La Paz,"88003,225","83603,06375","0,05263157895",0,8,"4,875","5302,6","73391,625",9309,"0,06025460999","0,8339651757","0,1057802143",0,0,9,1,0,0,0,A
1918303,Cochabamba,78749,"71661,59","0,0989010989",0,1,8,0,37076,41673,0,"0,4708123278","0,5291876722",1,764,5,0,1,0,0,PROVINCIA
1923027,Santa Cruz,"92550,02143","86071,51993","0,0752688172",0,7,11,"30087,25","56502,57143","5960,2","0,325091767","0,610508464","0,06439976899",0,0,1,0,0,0,0,A
1898796,Cochabamba,"90736,16667","86199,35833","0,05263157895",0,7,"17,85714286","26152,16667","39119,83333","25464,16667","0,2882220798","0,4311382635","0,2806396567",0,0,13,1,0,0,0,PROVINCIA
1919118,Cochabamba,92963,"82737,07","0,1235955056",1,8,"4,25",5641,"24536,25","62785,75","0,06068005551","0,2639356518","0,6753842927",1,799,13,0,1,1,0,PROVINCIA
1925456,Santa Cruz,"76180,5","72371,475","0,05263157895",0,8,"22,75","27022,625",46015,"3142,875","0,3547183991","0,6040259646","0,04125563628",0,0,12,1,0,0,0,A
1884133,Santa Cruz,"82737,08333","74463,375","0,1111111111",1,6,22,"18830,16667","42657,16667","21249,75","0,2275904094","0,5155749387","0,2568346519",1,611,5,0,1,1,0,PROVINCIA
1898871,Santa Cruz,"90562,83333","82412,17833","0,0989010989",0,4,21,23993,"53792,5","12777,33333","0,2649320821","0,5939798703","0,1410880475",1,1088,9,0,1,0,0,DISTRIBUIDOR
1926779,Santa Cruz,"83878,66071","72135,64821","0,1627906977",1,8,"23,125","17762,14286","53145,14286","12971,375","0,2117599722","0,6335955105","0,1546445173",1,1492,6,0,1,1,0,A
1915882,La Paz,"85233,2","75857,548","0,1235955056",1,5,"3,6",12856,"72377,2",0,"0,1508332434","0,8491667566",0,1,1772,6,0,1,1,0,A
1919101,Cochabamba,"103146,1667","92831,55","0,1111111111",1,8,"7,625","12713,16667",66228,24205,"0,1232538937","0,6420791207","0,2346669855",1,865,5,0,1,1,0,PROVINCIA
1918856,Cochabamba,101680,"95579,2","0,06382978723",0,5,"9,8",33025,65984,2671,"0,3247934697","0,6489378442","0,02626868607",0,0,10,0,0,0,0,A
1926675,Cochabamba,"86831,88095","81621,9681","0,06382978723",0,7,"16,57142857","13066,71429","69648,66667","4116,5","0,1504829118","0,8021093854","0,04740770273",0,0,12,0,0,0,0,A
1881179,Beni,"75602,08333","64261,77083","0,1764705882",1,4,"34,75","28057,75",40320,"7224,333333","0,3711240321","0,5333186365","0,09555733142",1,1522,13,0,1,1,0,A
1894395,El Alto,"90916,45833","80006,48333","0,1363636364",1,8,"5,875",11824,"55337,125","23755,33333","0,1300534603","0,6086590483","0,2612874915",1,1001,9,0,1,1,0,TIENDA
1895006,Cochabamba,72945,"66379,95","0,0989010989",0,1,78,35561,32873,4511,"0,487504284","0,4506546028","0,06184111317",1,705,12,0,1,0,0,A
1916683,Santa Cruz,"105189,5667","95722,50567","0,0989010989",0,5,"9,8","78469,66667","24435,4","2284,5","0,7459833627","0,2322987039","0,02171793337",1,979,7,0,1,0,0,A
1911238,Cochabamba,"74666,83333","66453,48167","0,1235955056",1,8,"63,875","30761,25","34886,75","9018,833333","0,4119801072","0,467232216","0,1207876768",1,1527,6,0,1,1,0,A
1898762,El Alto,"87465,325","77844,13925","0,1235955056",1,8,"17,125","18910,875","27112,25","41442,2","0,2162099666","0,3099771252","0,4738129081",1,1037,13,0,1,1,0,TIENDA
1917500,El Alto,"97391,42857","86678,37143","0,1235955056",1,8,"8,625",11186,"69009,42857",17196,"0,1148561035","0,7085780503","0,1765658462",1,1411,13,0,1,1,0,A
1924376,Oruro,"71680,5","62362,035","0,1494252874",1,8,"84,25","24772,875","38108,125","8799,5","0,3456013142","0,5316386604","0,1227600254",1,1684,3,0,1,1,0,C
1884381,Santa Cruz,"77659,60714","66010,66607","0,1764705882",1,7,"12,85714286",38762,"34153,85714","4743,75","0,4991269133","0,4397892083","0,06108387841",1,737,9,0,1,1,0,PROVINCIA
1911023,El Alto,"76428,41667","64964,15417","0,1764705882",1,4,"7,25","22572,66667","52891,75",964,"0,2953439002","0,6920429901","0,01261310965",1,763,13,0,1,1,0,TIENDA
1916114,El Alto,"73707,375","63388,3425","0,1627906977",1,8,"17,5",11687,"58446,375",3574,"0,1585594386","0,7929515194","0,04848904197",1,687,12,0,1,1,0,A
1925016,Santa Cruz,70342,"64011,22","0,0989010989",0,3,"27,33333333",40945,28008,1389,"0,582084672","0,398168946","0,01974638196",1,1358,4,0,1,0,0,A
1912487,Cochabamba,"72595,76429","67514,06079","0,0752688172",0,8,"36,375","20884,71429","50187,25","1523,8","0,2876850253","0,6913247693","0,02099020535",0,0,7,0,0,0,0,A
1927087,Cochabamba,"69074,66667","62167,2","0,1111111111",1,6,"1,166666667",0,"69074,66667",0,0,1,0,1,679,7,0,1,1,0,B
1914102,Cochabamba,92262,"81190,56","0,1363636364",1,7,"20,57142857","15998,16667","52850,16667","23413,66667","0,1733993049","0,5728270216","0,2537736735",1,1679,9,0,1,1,0,A
1881142,Beni,"72853,38095","67025,11048","0,08695652174",0,7,"22,71428571","12200,16667","44810,71429","15842,5","0,1674619147","0,6150807787","0,2174573066",1,0,3,0,0,0,0,A
1918372,Cochabamba,91173,"86614,35","0,05263157895",0,4,"3,5",91039,0,134,"0,9985302666",0,"0,001469733364",0,0,10,1,0,0,0,A
1888959,Santa Cruz,"72994,58929","66425,07625","0,0989010989",0,8,"27,875","29779,875","37592,42857","5622,285714","0,4079737319","0,5150029466","0,07702332144",1,1688,4,0,1,0,0,A
1898057,Cochabamba,"68608,28571","59689,20857","0,1494252874",1,7,"13,85714286","15473,14286","50756,14286",2379,"0,2255287783","0,7397961096","0,03467511213",1,1580,11,0,1,1,0,A
1912249,Santa Cruz,"67265,625","61211,71875","0,0989010989",0,8,"32,5","24085,625",39949,3231,"0,3580673635","0,593899187","0,04803344948",1,726,10,0,1,0,0,C
1913489,Cochabamba,"65996,375","61376,62875","0,0752688172",0,8,"112,75","25156,375","35923,5","4916,5","0,3811781329","0,5443253512","0,07449651591",0,0,2,0,0,0,0,C
1911927,El Alto,65866,"55986,1","0,1764705882",1,1,8,0,65866,0,0,1,0,1,1160,12,0,1,1,0,C
1886933,El Alto,"70136,40476","63122,76429","0,1111111111",1,7,19,14906,"23203,57143","32026,83333","0,2125287153","0,3308349139","0,4566363708",1,1704,12,0,1,1,0,A
1894468,Beni,"69063,51786","65610,34196","0,05263157895",0,8,"27,375","15100,875","25615,5","28347,14286","0,2186519811","0,3708977011","0,4104503179",0,0,5,1,0,0,0,B
1923061,El Alto,"69594,63095","61243,27524","0,1363636364",1,8,"9,75","21006,71429","42792,25","5795,666667","0,3018438922","0,6148786108","0,08327749695",1,1057,5,0,1,1,0,TIENDA
1889685,El Alto,90206,"77577,16","0,1627906977",1,7,"3,571428571","8073,666667","70211,33333",11921,"0,08950254602","0,7783443821","0,1321530719",1,643,6,0,1,1,0,A
1910723,Santa Cruz,"73044,33929","67931,23554","0,0752688172",0,8,"25,625","9988,625","44645,57143","18410,14286","0,1367474208","0,6112119278","0,2520406514",0,0,2,0,0,0,0,A
1918224,Cochabamba,"65041,5","59187,765","0,0989010989",0,2,24,"8100,5","17452,5","39488,5","0,1245435606","0,2683286825","0,6071277569",1,1098,4,0,1,0,0,PROVINCIA
1926994,Santa Cruz,"75961,83333","71404,12333","0,06382978723",0,6,"7,333333333",13494,"56058,83333",6409,"0,1776418421","0,7379868399","0,08437131805",0,0,2,0,0,0,0,DISTRIBUIDOR
1917521,El Alto,"142724,5","124170,315","0,1494252874",1,3,"4,666666667","19221,5",32364,91139,"0,1346755462","0,2267585453","0,6385659084",1,1748,7,0,1,1,0,A
1912237,El Alto,"67759,66667","63694,08667","0,06382978723",0,7,"15,57142857","13257,66667",51532,2970,"0,1956572002","0,7605114153","0,04383138445",0,0,1,0,0,0,0,A
1914657,El Alto,"67908,25","59759,26","0,1363636364",1,8,"7,625","12485,875","50984,375",4438,"0,1838638899","0,7507832259","0,06535288422",1,1643,12,0,1,1,0,A
1915989,Cochabamba,"83374,66667","79205,93333","0,05263157895",0,8,"26,625","35772,375","17410,625","30191,66667","0,4290556884","0,2088239233","0,3621203883",0,0,13,1,0,0,0,A
1925764,La Paz,"66796,75","57445,205","0,1627906977",1,4,"23,25","18588,75",45091,3117,"0,2782882401","0,675047813","0,04666394697",1,599,4,0,1,1,0,A
1917629,El Alto,"64109,875","59622,18375","0,0752688172",0,8,"14,25","10920,5","42708,375",10481,"0,1703403727","0,6661746728","0,1634849545",0,0,4,0,0,0,0,A
1913896,Santa Cruz,"64738,85714","61501,91429","0,05263157895",0,8,"13,375",10909,48655,"5174,857143","0,1685077631","0,7515579074","0,07993432957",0,0,5,1,0,0,0,A
1886741,Cochabamba,"63809,5","56790,455","0,1235955056",1,2,"21,5","24712,5",39097,0,"0,3872855923","0,6127144077",0,1,745,12,0,1,1,0,PROVINCIA
1897511,El Alto,"70483,75","62025,7","0,1363636364",1,4,"12,5","19279,25","41895,5",9309,"0,2735275861","0,5943994183","0,1320729955",1,1267,8,0,1,1,0,A
1898774,El Alto,"79617,15","71655,435","0,1111111111",1,8,"9,125",22454,"36328,75","20834,4","0,2820246643","0,4562930223","0,2616823134",1,1300,2,0,1,1,0,A
1912156,Santa Cruz,"71126,66667","64725,26667","0,0989010989",0,6,"9,5",23438,"47688,66667",0,"0,3295247915","0,6704752085",0,1,1468,9,0,1,0,0,DISTRIBUIDOR
1924674,El Alto,"67945,58333","64548,30417","0,05263157895",0,4,"16,25","10245,33333","53190,25",4510,"0,1507873335","0,7828360195","0,066376647",0,0,3,1,0,0,0,A
1926340,Cochabamba,"65067,57143","61163,51714","0,06382978723",0,7,7,0,"62709,57143",2358,0,"0,9637607498","0,03623925019",0,0,2,0,0,0,0,A
1924877,El Alto,"70461,25","66233,575","0,06382978723",0,4,"3,25","40586,25",29875,0,"0,5760080896","0,4239919104",0,0,0,6,0,0,0,0,A
1879822,Cochabamba,73162,"68772,28","0,06382978723",0,6,"18,83333333","16914,33333",52683,"3564,666667","0,2311901442","0,7200869304","0,04872292538",0,0,7,0,0,0,0,TIENDA
1926707,Santa Cruz,"71898,55","61113,7675","0,1764705882",1,8,"8,75","10037,4","46910,75","14950,4","0,1396050407","0,6524575252","0,2079374341",1,535,5,0,1,1,0,A
1913565,Santa Cruz,62031,"58929,45","0,05263157895",0,1,10,0,39482,22549,0,"0,6364882075","0,3635117925",0,0,8,1,0,0,0,PROVINCIA
1916212,El Alto,"70017,55","66516,6725","0,05263157895",0,5,"4,4","29440,8","40576,75",0,"0,4204774374","0,5795225626",0,0,0,5,1,0,0,0,A
1912418,El Alto,"65802,75","55932,3375","0,1764705882",1,8,20,"13125,25","47940,5",4737,"0,1994635483","0,7285485789","0,07198787285",1,659,8,0,1,1,0,C
1913021,El Alto,"64108,625","60903,19375","0,05263157895",0,8,"22,375",27171,"32822,625",4115,"0,4238275271","0,5119845419","0,06418793103",0,0,4,1,0,0,0,A
1877431,La Paz,"67054,375","60348,9375","0,1111111111",1,8,9,"16571,33333","44567,375","5915,666667","0,2471327685","0,6646452972","0,08822193431",1,996,2,0,1,1,0,A
1877608,El Alto,"63944,375","54992,1625","0,1627906977",1,8,"7,625","11767,875","48452,5",3724,"0,1840329974","0,7577288855","0,05823811711",1,681,9,0,1,1,0,B
1926157,Cochabamba,61033,"51878,05","0,1764705882",1,1,34,11964,44560,4509,"0,1960251012","0,7300968329","0,07387806596",1,1374,9,0,1,1,0,A
1897747,Santa Cruz,66696,"60026,4","0,1111111111",1,8,"11,25","12844,75","33868,875","19982,375","0,1925865119","0,5078096887","0,2996037993",1,1552,12,0,1,1,0,A
1898612,El Alto,"63243,33333","58816,3","0,0752688172",0,6,"12,83333333",19533,37606,"6104,333333","0,3088546882","0,5946239393","0,09652137248",0,0,12,0,0,0,0,A
